age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Will subscribe a term deposit(yes/no)
35,management,married,tertiary,no,317,yes,no,unknown,23,may,162,3,-1,0,unknown,no
54,management,married,primary,no,3859,no,yes,cellular,20,nov,104,3,-1,0,unknown,no
36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,nov,192,2,-1,0,unknown,no
39,technician,married,tertiary,no,14,no,no,cellular,28,jan,114,2,-1,0,unknown,no
50,self-employed,married,secondary,no,2061,yes,yes,cellular,29,jan,197,2,244,3,failure,no
50,management,married,tertiary,no,4,no,no,cellular,17,nov,223,1,96,2,failure,no
37,self-employed,married,secondary,no,215,yes,no,unknown,6,jun,61,1,-1,0,unknown,no
44,blue-collar,married,primary,no,-237,yes,no,telephone,10,jul,73,1,-1,0,unknown,no
56,management,divorced,tertiary,no,442,no,no,unknown,28,may,77,3,-1,0,unknown,no
37,management,divorced,tertiary,no,896,no,yes,cellular,14,aug,343,2,-1,0,unknown,no
33,blue-collar,divorced,primary,no,142,yes,no,telephone,11,may,41,2,300,5,failure,no
29,blue-collar,single,secondary,no,309,yes,no,cellular,11,may,471,3,-1,0,unknown,no
36,management,married,tertiary,no,222,yes,no,cellular,6,may,317,1,169,2,failure,no
49,blue-collar,married,primary,no,474,yes,yes,telephone,9,feb,152,3,221,1,failure,no
29,blue-collar,married,secondary,no,228,yes,no,cellular,11,may,12,8,342,9,failure,no
41,admin,married,tertiary,no,1536,no,no,cellular,4,may,54,2,-1,0,unknown,no
42,unemployed,single,secondary,no,2613,yes,no,cellular,30,jul,174,6,-1,0,unknown,no
49,housemaid,divorced,primary,no,198,yes,no,unknown,13,may,205,3,-1,0,unknown,no
36,management,married,tertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success,yes
35,technician,married,secondary,no,251,yes,yes,unknown,1,jul,128,3,-1,0,unknown,no
56,admin,married,unknown,no,2038,no,no,cellular,8,feb,405,1,305,1,success,yes
36,blue-collar,single,primary,no,1313,yes,no,unknown,20,jun,8,10,-1,0,unknown,no
45,blue-collar,married,primary,no,1291,yes,no,cellular,28,aug,189,17,-1,0,unknown,no
43,blue-collar,married,secondary,no,105,no,yes,cellular,4,jul,668,2,-1,0,unknown,no
32,services,married,secondary,no,61,yes,no,cellular,8,jul,529,5,-1,0,unknown,no
77,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes
44,unemployed,single,primary,no,4232,no,no,unknown,16,jun,227,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,196,yes,no,unknown,5,jun,66,3,-1,0,unknown,no
41,blue-collar,married,primary,no,-516,no,yes,telephone,8,jul,554,3,-1,0,unknown,no
36,services,married,secondary,no,1981,no,no,unknown,17,jun,48,2,-1,0,unknown,no
49,admin,married,secondary,no,2465,no,no,cellular,20,aug,157,3,-1,0,unknown,no
36,management,married,tertiary,no,1852,no,no,unknown,8,may,362,1,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,83,yes,no,cellular,11,jul,193,2,-1,0,unknown,no
37,services,married,secondary,no,658,yes,no,telephone,23,jul,175,1,-1,0,unknown,no
36,management,single,tertiary,no,876,yes,no,unknown,23,may,241,2,-1,0,unknown,no
52,unemployed,married,secondary,no,-9,no,no,unknown,9,jun,123,1,-1,0,unknown,no
31,blue-collar,divorced,secondary,no,-452,yes,no,unknown,26,may,182,5,-1,0,unknown,no
57,services,married,tertiary,no,10,no,no,telephone,8,jul,320,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,250,yes,no,unknown,29,may,193,6,-1,0,unknown,no
39,self-employed,single,tertiary,no,426,no,no,unknown,18,jun,1029,1,-1,0,unknown,no
39,technician,divorced,secondary,no,902,yes,no,cellular,10,feb,691,2,180,5,failure,no
52,entrepreneur,divorced,primary,no,278,yes,no,unknown,7,may,688,2,-1,0,unknown,no
44,blue-collar,single,primary,no,787,yes,no,unknown,30,may,570,2,-1,0,unknown,no
41,admin,married,secondary,no,8238,yes,yes,unknown,30,may,124,4,-1,0,unknown,no
43,technician,married,secondary,no,764,yes,no,cellular,14,jul,557,5,-1,0,unknown,no
45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown,no
45,blue-collar,married,primary,no,2128,yes,no,unknown,19,may,149,4,-1,0,unknown,no
60,housemaid,married,primary,no,517,no,no,unknown,12,jun,1178,3,-1,0,unknown,no
35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220,2,-1,0,unknown,no
43,services,married,secondary,no,978,yes,yes,unknown,26,may,82,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,no
35,management,divorced,tertiary,no,473,no,yes,cellular,5,aug,37,2,-1,0,unknown,no
31,management,married,tertiary,no,2603,yes,no,cellular,11,feb,280,4,-1,0,unknown,no
38,unemployed,married,secondary,no,-673,yes,no,unknown,26,may,364,1,-1,0,unknown,no
36,management,divorced,tertiary,no,3611,yes,no,unknown,4,jun,347,3,-1,0,unknown,no
31,student,single,tertiary,no,64,no,no,cellular,15,sep,208,1,105,2,success,yes
67,retired,married,tertiary,no,701,no,no,cellular,6,aug,254,2,-1,0,unknown,no
30,technician,single,tertiary,no,60,yes,yes,unknown,7,may,306,5,-1,0,unknown,no
47,technician,married,unknown,no,2106,yes,no,unknown,6,may,168,1,-1,0,unknown,no
34,management,single,tertiary,no,5086,no,no,cellular,25,may,213,4,-1,0,unknown,no
44,management,married,tertiary,no,724,yes,no,cellular,17,nov,157,2,172,1,failure,no
49,technician,single,secondary,no,-97,yes,no,unknown,6,jun,92,2,-1,0,unknown,no
50,blue-collar,married,secondary,no,253,yes,yes,cellular,5,may,475,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,622,yes,no,unknown,21,may,145,1,-1,0,unknown,no
36,technician,married,tertiary,no,60,no,no,cellular,19,aug,209,2,-1,0,unknown,no
26,student,single,secondary,no,279,no,no,cellular,7,may,239,3,-1,0,unknown,no
33,blue-collar,single,secondary,no,13494,yes,no,unknown,20,jun,27,25,-1,0,unknown,no
50,management,married,tertiary,no,19447,yes,yes,cellular,21,nov,166,1,-1,0,unknown,no
42,management,married,tertiary,no,251,no,no,cellular,20,aug,413,2,-1,0,unknown,no
60,technician,single,primary,no,11262,no,no,cellular,26,aug,323,1,-1,0,unknown,no
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no
42,entrepreneur,married,primary,yes,66,yes,yes,cellular,6,feb,139,1,-1,0,unknown,no
35,blue-collar,single,primary,no,293,yes,no,unknown,30,may,521,2,-1,0,unknown,no
72,blue-collar,married,primary,no,4415,no,no,telephone,13,oct,120,1,-1,0,unknown,no
36,management,married,tertiary,no,61,no,yes,cellular,19,aug,452,2,-1,0,unknown,no
54,technician,married,secondary,no,0,no,no,telephone,14,aug,159,2,106,6,success,yes
58,management,married,tertiary,no,541,yes,no,cellular,8,may,98,1,-1,0,unknown,no
50,unemployed,divorced,secondary,no,717,yes,no,cellular,30,jan,113,1,-1,0,unknown,no
40,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201,5,-1,0,unknown,no
35,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,-1,0,unknown,no
51,technician,married,secondary,no,143,yes,no,unknown,16,may,627,1,-1,0,unknown,no
42,technician,married,secondary,no,613,yes,no,cellular,11,may,432,2,-1,0,unknown,no
45,admin,married,unknown,no,2033,no,no,cellular,30,nov,123,1,186,4,failure,no
35,management,single,tertiary,no,0,no,no,cellular,29,aug,669,6,-1,0,unknown,no
27,services,single,secondary,no,-124,no,no,cellular,18,jul,217,1,-1,0,unknown,no
40,admin,single,secondary,no,263,yes,no,unknown,6,may,231,1,-1,0,unknown,no
31,management,married,tertiary,no,6290,no,no,cellular,20,nov,303,2,-1,0,unknown,no
30,management,married,tertiary,no,877,no,no,cellular,13,aug,202,1,83,5,failure,no
49,admin,married,secondary,no,14440,yes,no,cellular,21,nov,60,1,-1,0,unknown,no
34,admin,married,secondary,no,244,yes,no,cellular,31,jul,56,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,401,no,no,cellular,14,aug,96,3,-1,0,unknown,no
46,housemaid,married,primary,no,0,no,no,telephone,2,feb,161,1,-1,0,unknown,no
54,self-employed,married,secondary,no,641,yes,no,cellular,17,apr,472,1,148,2,failure,no
29,unemployed,single,tertiary,no,991,no,no,cellular,5,feb,563,1,-1,0,unknown,no
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
50,technician,married,secondary,no,669,yes,no,unknown,2,jun,88,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1,0,unknown,no
32,technician,married,secondary,no,253,yes,no,unknown,4,jun,257,3,-1,0,unknown,no
44,management,divorced,tertiary,no,476,yes,yes,unknown,26,may,127,2,-1,0,unknown,no
36,management,married,tertiary,no,1477,no,no,cellular,7,aug,71,2,-1,0,unknown,no
30,management,married,secondary,no,-559,yes,yes,cellular,7,may,98,1,167,2,failure,no
26,services,single,secondary,no,127,yes,yes,cellular,23,jul,85,3,-1,0,unknown,no
36,services,married,secondary,no,3064,yes,no,telephone,11,may,1143,4,-1,0,unknown,no
28,student,single,secondary,no,330,no,no,telephone,2,feb,197,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,4365,no,yes,cellular,9,feb,45,2,-1,0,unknown,no
44,management,single,tertiary,no,5063,no,no,cellular,27,oct,418,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,472,yes,no,unknown,13,may,907,2,-1,0,unknown,no
40,management,married,primary,no,733,yes,no,unknown,6,jun,94,7,-1,0,unknown,no
50,admin,divorced,secondary,no,769,no,no,cellular,28,jul,72,2,363,4,failure,no
37,services,single,secondary,no,21,yes,no,cellular,2,feb,96,1,271,2,other,no
35,management,married,tertiary,no,106,no,yes,cellular,11,aug,588,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,470,yes,yes,cellular,20,apr,217,1,-1,0,unknown,no
42,services,married,secondary,no,508,yes,no,unknown,30,may,70,1,-1,0,unknown,no
60,admin,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success,yes
31,technician,married,secondary,no,589,yes,yes,unknown,21,may,151,1,-1,0,unknown,no
55,blue-collar,married,primary,no,3873,no,no,telephone,21,apr,222,1,-1,0,unknown,no
35,entrepreneur,single,secondary,no,475,no,yes,cellular,21,jul,936,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,141,yes,no,unknown,23,may,106,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,149,yes,no,unknown,9,may,71,1,-1,0,unknown,no
40,services,married,secondary,no,-342,yes,no,unknown,26,may,754,1,-1,0,unknown,no
47,management,married,tertiary,no,109,yes,no,cellular,22,jul,268,1,-1,0,unknown,no
47,services,divorced,secondary,no,164,no,no,unknown,5,may,212,1,-1,0,unknown,no
45,technician,married,primary,no,-322,no,no,unknown,9,jun,225,2,-1,0,unknown,no
31,technician,single,tertiary,no,1214,no,no,cellular,3,feb,39,1,-1,0,unknown,no
34,technician,married,secondary,no,47,no,no,cellular,25,aug,132,6,-1,0,unknown,no
28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,72,1,261,1,failure,no
47,management,divorced,tertiary,no,447,no,yes,unknown,7,may,126,1,-1,0,unknown,no
54,admin,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,1957,no,no,cellular,4,feb,112,3,-1,0,unknown,no
42,housemaid,married,primary,no,83,no,yes,cellular,7,aug,184,1,-1,0,unknown,no
26,admin,single,secondary,no,321,yes,no,cellular,22,jul,242,7,-1,0,unknown,no
46,management,divorced,tertiary,no,6269,yes,no,telephone,18,nov,249,3,112,2,failure,no
29,services,married,secondary,no,57,yes,no,telephone,21,jul,342,9,-1,0,unknown,no
35,technician,married,secondary,no,2789,yes,no,cellular,4,sep,256,2,94,1,failure,no
20,student,single,secondary,no,502,no,no,cellular,30,apr,261,1,-1,0,unknown,no
58,retired,married,secondary,no,235,no,no,cellular,27,aug,88,4,-1,0,unknown,no
28,management,single,tertiary,no,231,yes,yes,cellular,25,jul,568,2,-1,0,unknown,no
32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,failure,no
46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,no
45,admin,married,secondary,no,-388,yes,no,cellular,14,jul,175,2,-1,0,unknown,no
38,unemployed,married,primary,no,-363,no,no,unknown,12,jun,340,2,-1,0,unknown,no
38,self-employed,single,secondary,no,1146,yes,no,unknown,21,may,91,2,-1,0,unknown,no
57,retired,married,secondary,no,49,yes,yes,cellular,25,aug,93,4,-1,0,unknown,no
53,services,married,secondary,no,1378,yes,no,cellular,18,jul,91,2,-1,0,unknown,no
43,blue-collar,married,primary,no,2519,yes,no,cellular,16,apr,257,2,146,9,other,no
42,blue-collar,married,primary,no,704,yes,yes,telephone,31,jul,88,10,-1,0,unknown,no
30,services,single,primary,no,79,yes,no,cellular,15,may,317,1,-1,0,unknown,no
35,management,single,tertiary,no,0,no,yes,cellular,14,aug,370,4,-1,0,unknown,no
34,management,married,secondary,no,-294,yes,no,unknown,27,may,532,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,-256,yes,no,unknown,3,jun,147,2,-1,0,unknown,no
29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,125,1,-1,0,unknown,no
32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,2,-1,0,unknown,no
51,technician,married,tertiary,no,-3,no,no,cellular,25,aug,91,9,-1,0,unknown,no
37,technician,married,secondary,no,1063,yes,no,cellular,31,jul,413,2,-1,0,unknown,no
56,management,married,unknown,no,353,no,yes,cellular,25,jul,171,2,-1,0,unknown,no
27,student,single,secondary,no,268,yes,no,cellular,13,may,528,1,358,2,failure,no
58,management,married,primary,no,320,yes,no,unknown,30,may,171,2,-1,0,unknown,no
33,blue-collar,divorced,secondary,no,474,no,no,cellular,22,jul,400,2,-1,0,unknown,no
39,admin,single,secondary,no,14,yes,yes,unknown,13,may,19,9,-1,0,unknown,no
43,management,married,secondary,no,-26,yes,no,unknown,16,may,343,1,-1,0,unknown,no
34,blue-collar,married,primary,no,-319,yes,yes,cellular,9,jul,134,4,-1,0,unknown,no
28,technician,single,secondary,no,2034,yes,no,unknown,21,may,196,1,-1,0,unknown,no
57,housemaid,married,primary,no,50,no,no,cellular,18,aug,89,3,-1,0,unknown,no
34,admin,divorced,secondary,no,-251,no,no,cellular,18,jul,641,1,-1,0,unknown,no
54,technician,married,secondary,no,89,yes,no,cellular,10,jul,140,3,-1,0,unknown,no
30,blue-collar,single,secondary,no,6900,no,no,cellular,21,nov,816,1,-1,0,unknown,no
42,housemaid,married,primary,no,14752,no,no,unknown,19,may,107,2,-1,0,unknown,no
33,self-employed,single,secondary,no,238,yes,yes,cellular,5,feb,45,5,-1,0,unknown,no
60,entrepreneur,married,primary,no,0,no,no,telephone,23,jul,40,1,-1,0,unknown,no
43,technician,married,secondary,no,3285,yes,no,unknown,13,may,1721,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,103,yes,no,cellular,12,may,153,1,-1,0,unknown,no
31,services,married,secondary,no,132,no,no,cellular,7,jul,148,1,152,1,other,no
53,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343,4,-1,0,unknown,no
33,management,single,tertiary,no,23,no,no,cellular,20,aug,216,3,-1,0,unknown,no
27,blue-collar,married,secondary,no,818,yes,no,unknown,3,jun,188,5,-1,0,unknown,no
39,admin,divorced,secondary,no,2903,yes,yes,telephone,25,jul,259,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,3561,yes,no,unknown,2,jun,98,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,467,yes,no,unknown,21,may,494,2,-1,0,unknown,no
38,technician,married,secondary,no,0,no,no,cellular,28,aug,82,4,-1,0,unknown,no
34,management,married,tertiary,no,297,yes,no,cellular,26,aug,63,4,-1,0,unknown,no
38,management,single,tertiary,no,493,yes,no,cellular,11,may,553,1,367,7,failure,no
35,technician,single,secondary,no,-51,no,no,unknown,2,jul,134,2,-1,0,unknown,no
32,unemployed,divorced,primary,no,0,no,no,cellular,15,jul,175,4,-1,0,unknown,no
36,technician,divorced,secondary,no,5957,yes,no,cellular,18,nov,138,2,-1,0,unknown,no
43,technician,single,tertiary,no,27733,yes,no,unknown,3,jun,164,7,-1,0,unknown,no
42,housemaid,divorced,tertiary,no,364,no,no,cellular,18,nov,52,1,-1,0,unknown,no
52,self-employed,single,tertiary,no,1623,yes,no,unknown,5,jun,21,17,-1,0,unknown,no
27,technician,single,secondary,no,842,no,no,cellular,30,jul,273,1,91,1,other,no
54,blue-collar,married,unknown,no,310,yes,no,telephone,28,jan,526,4,258,3,other,no
47,management,single,tertiary,no,440,no,no,cellular,21,aug,71,4,-1,0,unknown,no
30,services,single,secondary,no,209,yes,no,unknown,6,may,30,2,-1,0,unknown,no
42,admin,single,secondary,no,30,yes,no,cellular,4,feb,98,1,266,3,failure,no
56,admin,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other,no
48,technician,married,secondary,no,197,no,yes,cellular,3,feb,47,2,222,3,other,no
34,housemaid,married,tertiary,no,0,no,no,cellular,26,may,141,1,188,1,failure,no
49,technician,married,unknown,no,323,yes,no,cellular,18,nov,41,2,-1,0,unknown,no
59,services,married,secondary,no,204,no,no,cellular,23,jul,286,2,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,3057,no,no,unknown,16,jun,2769,4,-1,0,unknown,no
25,student,single,secondary,no,304,no,no,cellular,26,may,226,2,-1,0,unknown,no
52,services,married,secondary,no,657,no,no,telephone,7,jul,398,2,460,2,failure,no
59,unknown,married,unknown,no,3940,no,no,unknown,5,jun,48,2,-1,0,unknown,no
47,services,divorced,secondary,no,4906,yes,no,unknown,14,may,389,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709,2,-1,0,unknown,no
30,technician,single,tertiary,no,6619,yes,no,cellular,21,aug,239,8,-1,0,unknown,no
59,technician,married,secondary,no,1,no,no,cellular,15,apr,159,2,378,3,failure,no
67,retired,married,unknown,no,696,no,no,telephone,17,aug,119,1,105,2,failure,no
49,admin,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,no
28,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,615,1,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,22370,yes,no,unknown,15,may,106,1,-1,0,unknown,no
53,self-employed,married,tertiary,no,2627,yes,yes,unknown,16,jun,18,30,-1,0,unknown,no
50,management,married,tertiary,no,78,yes,no,cellular,14,jan,218,3,161,9,other,no
43,blue-collar,single,primary,no,30,yes,no,unknown,30,may,379,17,-1,0,unknown,no
52,technician,married,secondary,no,1781,yes,no,unknown,19,may,144,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,2,yes,no,cellular,15,may,16,9,309,1,failure,no
27,management,single,tertiary,no,446,no,no,cellular,23,jun,205,3,-1,0,unknown,no
49,self-employed,married,secondary,no,1103,no,no,cellular,12,aug,428,2,-1,0,unknown,no
33,services,married,secondary,no,288,yes,no,cellular,17,apr,306,1,-1,0,unknown,no
26,technician,married,tertiary,no,3825,yes,no,unknown,13,may,107,1,-1,0,unknown,no
37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,no
46,entrepreneur,single,tertiary,no,1410,yes,no,cellular,19,nov,93,1,189,8,failure,no
34,self-employed,single,tertiary,no,462,no,no,cellular,21,aug,1877,3,-1,0,unknown,no
29,self-employed,married,tertiary,no,751,yes,no,unknown,23,may,121,2,-1,0,unknown,no
32,admin,single,secondary,no,45,yes,yes,cellular,14,may,908,3,344,7,other,no
45,housemaid,married,primary,no,7353,no,no,cellular,13,aug,536,2,-1,0,unknown,no
42,management,married,tertiary,no,9009,no,no,cellular,20,nov,135,2,-1,0,unknown,no
37,self-employed,married,secondary,no,487,no,yes,cellular,27,aug,155,15,-1,0,unknown,no
